School_Name,Url_address,Address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,MRT Station,Buses,Principal_Name,First_Vp_Name,Second_Vp_Name,Third_Vp_Name,Fourth_Vp_Name,Fifth_Vp_Name,Sixth_Vp_Name,Visionstatement_Desc,Missionstatement_Desc,Philosophy_Culture_Ethos,Dgp_Code,Zone_Code,Cluster_Code,Type_Code,Nature_Code,Session_Code,Mainlevel_Code,Sap_Ind,Autonomous_Ind,Gifted_Ind,Ip_Ind,Mothertongue1_Code,Mothertongue2_Code,Mothertongue3_Code,Special_Sdp_Offered
Nanyang Primary School,http://www.nyps.moe.edu.sg,52 King'S Road,268097,64672677,na,64686913,na,NYPS@MOE.EDU.SG,Bukit Timah,66| 67| 74| 93| 151| 153| 154| 156| 157| 165| 170| 171| 174| 186| 852| 855| 961,Mdm Ler Jia Luen,Mdm Ng Boon In,Mr Chan Cheong Cheong,Mr Lee Ko Yong,Na,Na,Na,Learners Of Character| Leaders In Action,Developing Our Pupils To Reach Their Fullest Potential Within A Bicultural Environment That Is Steeped In Diligence| Prudence| Respectability And Simplicity| Thereby Enabling Them To Contribute To Society.,Nanyang Primary School (Nyps) Was Established In 1917 As The Primary Section Of The Singapore Nanyang Girls' School. Nyps Was Separated From The Secondary Section In 1978 Due To Increasing Pupil Enrolment And Has Functioned As A Single-Session School Since 2004.  It Was Accorded The Special Assistance Plan (Sap) Status In 1984.  In 1990| It Began To Offer Moe'S Gifted Education Programme (Gep).   The School Strives To Provide An Education Which Prepares The Students Beyond Academic Excellence. With The Provision Of A Bi-Cultural Learning Environment| Students Are Nurtured To Be Learners Of Character And Leaders Who Will Create A Positive Impact On Their Communities And Society.   The Nanyang Curriculum Adopts The Head| Heart And Hands Approach For The Holistic Development Of The Students| As The School Believes That Internalisation| Reflection And Putting Into Action Values And Skills| Are Key To Learning. The Key Leverage For The Holistic Development Of Students In The Nanyang Curriculum Is Differentiation Which Caters To Students' Different Learning Needs. Building On Its Rich Chinese Traditions And Values While Equipping Our Students With 21St Century Skills And Competencies Underscores Curriculum Innovation In Nyps.    An Extensive Culture For Learning And Innovation Permeates The School As Evident In The Whole School Embarking On The Professional Learning Community (Plc) Journey| Introducing Lesson Study (Ls) As An Additional Tool To Action Research (Ar) And Learning Circle (Lc) For Teachers To Implement Curriculum Innovations That Will Deepen Their Pedagogical Knowledge.    The School Also Believes In Establishing Strong Partnership For The Holistic Development Of Students.  The Key Partners Comprising The School Management Committee| Nanyang Schools Alumni Association And Parent Teacher Association Work Collaboratively To Preserve The Nyps Spirit And Identity| Reinforcing The Values-Based Culture Via Role-Modelling And Their Contributions And Support.,Bukit Timah,West,West 2,Government-Aided Sch,Co-Ed School,Single Session,Primary,Yes,No,Yes,No,Chinese,Na,Na,"The ""Learning Cultures Through Dance"" Learning For Life Programme In Nanyang Primary School Aims To Develop Our Pupils Holistically Beyond Academic Excellence By Building Character With Understanding Of Self| Others And Cultures And Developing Peaks Of Growth And Excellence.   Through This Programme Pupils Learn Various Dance Techniques; Acquire Knowledge Related To The History Of The Dance; Discover Their Potential Through Individual Dance Movements And Cooperative Social Interaction; Appreciate The Aesthetic Aspects Of Performances; Gain A Deeper Understanding And Appreciation Of The Various Ethnic Groups In Singapore And The Different Nationalities Of The World.  The ""Critical Thinking Through Mind Sports"" Applied Learning Programme Aims To Cultivate In Pupils A Love For Mind Sports Where They Learn To Find Joy And Satisfaction In A Board Game Fully Embedded With Strategy And Thinking Skills. Through The Process Of Learning And Play| Pupils Acquire Life And Social-Emotional Skills; Develop Strong Character Traits| Cognitive Skills And Psychological Build-Up That Will Serve Them Well Not Only During Competitions But In Daily Life Situations In The 21St Century.    Through The Programme| Pupils Learn How To Interact Both On And Off The Playing Board; Develop Communication| Cross-Cultural And Socio-Emotional Skills; Acquire Skills To Manage Self And Relationship; Develop Thinking Skills For Mathematical Learning;  Acquire Key Attributes Central To The Spirit Of Innovation And Enterprise; Develop Skills In Becoming A Self-Directed Learner.  Besides The 2 Signature Programmes| Nyps Also Offers Appreciating Flora Art; Choir; Chinese Dance; Guzheng; Chinese Orchestra; International Dance; String Ensemble; Ceramic Art; Drawing; Photography; Badminton; Basketball; Football; Table Tennis; Tennis; Track & Field; Swimming; Wushu; Golf; International Chess; Boys' And Girls' Brigade; Scouts; Brownies; Advanced Mathematics Enrichment Club; Green Club; Weiqi."
St. Anthony'S Primary School,http://www.stanthonyspri.moe.edu.sg,30 Bukit Batok St 32,659401,65690822,na,65690811,na,SAPS@MOE.EDU.SG,Bukit Gombak  ,945,Miss Cecilia Lim Seok Cheng,Mrs Shanthi Suraj Nair,Mdm Seow Swee Neo Christina,Na,Na,Na,Na,Caring Hearts| Passionate Learners; Lasallians In Service Of God| Family And Nation,Enabling Our Children To Learn How To Learn And To Learn How To Live|To Become Persons Of Integrity And Persons For Others In God'S Service,"The Culture Of St Anthony'S Primary School Is Undergirded By The Lasallian Ethos And Philosophy In Line With Our Mission| And Is Anchored On Lasallian Values.  As Members Of A Lasallian Community| We 'Work Together And By Association' To Bring Out The Best In The Children Confided To Our Care. We Achieve This By Providing A Holistic Education That Focuses On The Intellectual| Physical| Aesthetic| Spiritual And Social-Emotional Aspects Of Growth.  Through Our Work| Pupils See The Integration Of Their Learning And A Higher Purpose In Their Lives.   Fundamental To Our Approach To The Holistic Development Of Our Pupils Is Character Development And Values Education. We Strive To Achieve The Desired Outcomes Of Education (Doe) - Primary Schools| While Developing The Social-Emotional Competencies Of Our Pupils.   As Anthonians| We Care For Everyone| Regardless Of Race| Language Or Religion| And We Are Passionate About Developing As Many Aspects Of Ourselves As Possible. We Strive To Be The Best We Can Be And Are Willing To Step Forward To Serve| Making The World Around Us A Better Place Especially For ""The Last| The Lost And The Least"".",Bukit Batok,West,West 4,Government-Aided Sch,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Tamil,To Achieve Our Mission And Vision| The Required Competencies| Skills And Attitudes Are Inculcated In Our Pupils Through Key Programmes Such As:  Living Well Values Education Programme The Living Well Programme Focuses On Helping Pupils Understand How To Live A Meaningful Life Through The Living Well Lessons And Through Related Programmes And Planned Activities.  Built Around A Range Of Activities| The Weekly Living Well Lessons Enable Pupils To Explore The Meaning Of The School Values| Social And Emotional Skills As Well As Their Role As A Member Of Communities. All Pupils Attend The Living Well Lessons| With Catholic Pupils Participating In A Pull-Out Programme That Delivers The Core Content With A Catholic Focus.   Learning For Life Programme 1 (Llp1): Visual Arts Programme For Active Learning  The Visual Arts Programme In Saps Caters To Both The General Pupil Population And Those Passionate About Art| And Its Objectives Are To Increase Pupils' Exposure To The Arts; To Equip Pupils With The Skills To Appreciate The Visual Arts; And To Enhance The Range Of Forms Pupils Use To Express Their Ideas. Pupils Focus On Skill Acquisition And The Expression Of Their Creativity To Create Art Pieces During Art Lessons. Those Passionate About Art Extend Their Learning Through Membership In The Art Club Cca And Participation In A Multi-Aged Art Elective Programme.  In Line With The Emphasis On Values Inculcation| The Visual Arts Programme Also Integrates The Teaching Of Values Into Its Curriculum.   Learning For Life Programme 2 (Llp2): Learn.Play.Grow - 'Developing Character Through Sports' Programme  Complementing The Existing Character Development Programme| Learn.Play.Grow Extends Ways In Which Pupils Can Learn Values Through Sports. The Programme Exposes Pupils To A Wide Range Of Sports So As To Motivate Them To Be Either Competitive Players| Recreational Players Or Even Appreciative Spectator. The School Is In The Midst Of Fully Implementing The Programme.
Maha Bodhi School,http://www.mahabodhi.moe.edu.sg/,10 Ubi Avenue 1,408931,67442115,na,67443752,na,MBS@MOE.EDU.SG,Eunos,5|8|15|22|25|45|51|55|59|61|63|63M|65|66|93|94|854,Mrs Elaine Quek-Lim Hwee Bin,Mr Lim Kim Min (Lin Jinmin),Mrs Esther Lee,Mdm Wang Ming Hwee,Mdm Leng Bing Ling (Liang Bingling),Na,Na,Inspired Learners Of Exemplary Character,To Develop The Potential Of Every Child To The Fullest And Nurture Them To Be Concerned Citizens| Morally Upright And Rooted In Chinese Culture,"Our Motto ""Steadfast In Character. Thirst For Knowledge"" Reiterates The Importance Of Excellence In Character As The Basis Of All Our Actions. It Reflects The Ethos Of Our School And Emphasises On The Culture Of Excellence In Character.  Our School Community Strongly Believes In Our Core Values Of Respect| Resilience| Integrity| Compassion And Excellence In Leading The School Towards Achieving Our Vision.",Geylang,East,East 7,Government-Aided Sch,Co-Ed School,Single Session,Primary,Yes,No,No,No,Chinese,Na,Na,Our Student-Centric| Values-Driven Education Endeavour Introduces Various Engaging Programmes And Initiatives To Equip The Students With The Necessary 21St Century Skills To Thrive In The Future.  Jue Zhan Guang Ming Ding| A Collaboration Between The Ict And Cl Departments| Aims To Promote Self-Directed Learning In Chinese Language Among P5 Students. Our Teachers Develop Various Digital Resources| Age-Appropriate Assignments And Activities To Infuse Higher-Order Thinking| Captivate And Sustain Students' Interest Throughout The Learning Process.   Soil-Less Growth Aims To Expose Our P4 Students To An Alternative Method Of Growing Plants Without Soil. Students Observe The Growth And Development Of The Plants In The Hydroponics System And Also Note The Effects Of Different Amounts Of Nutrients On The Plants.   The Ipacc (Igniting Passion For Chinese Culture)| A School-Based Flagship Programme That Provides Enriched Experiences In The Learning Of Chinese Culture And Heritage. Over A Span Of Six Years| Students Go Through Seven Cultural Modules To Deepen And Broaden Their Learning.    Glocal| Our Internationalization Programme| Aims To Give Our Students A Headstart In Broadening Their Worldview And Instilling In Them A Sense Of Commitment And Rootedness To Singapore. Students Have Opportunities To Participate In Local And Overseas Immersion.   The Leap (Learning Through An Ethnic Aesthetics Programme) Is A Structured Aesthetics Curriculum That Emphasizes The Use Of Non-Traditional Approaches To Enliven The Learning Process. Students' Curiosity Is Aroused And Learning Enhanced Through Exposure To The Five Aspects Of Art Forms| Namely: Music| Dance| Drama| 2-D And 3-D Art Associated With The Major Ethnic Groups.   Through Educating Students On Hom (Habits Of Mind)| We Hope To See Them Draw Upon The Habits Of Mind To Help Them Handle Daily Challenges| Enhance Relationships With People And Develop Skills For Socially Responsible Participation.
Pei Chun Public School,http://www.peichunpublic.moe.edu.sg,580 Toa Payoh East,319133,63539450,na,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh,  232| 57,Mr Lim Meng Wei,Ms Angela Goh Bee Lian,Miss Adeline Leong Qinghua,Mdm Catherine Tan Hui Ling,Na,Na,Na,Passionate And Cultured Learnersproactive And Caring Leaders,Provide A Holistic Education To Nurture Responsible Citizens And Enhance Bilingualism To Maximize Potential,"A School Started By The Community For The Community        Established In 1933| Pei Chun Public School Was Started By A Group Of Hainanese Who Wanted To Provide An Education For The Children Of The Chinese Working Class. As The Only School In Singapore Bearing The Word ""Public""| The School Name Clearly Signifies The Intent Of Our Founders - A School Started By The Community For The Community.  The School Became A Government-Aided School In 1956. In Recognition Of Its Consistent Records Of Good Psle Results And A Learning Environment Rich In Chinese Language And Culture| Pei Chun Was Accorded The Special Assistance Plan (Sap) Status In 1990.   Putting Pupils At The Heart Of All Our Education Processes               The School Vision And Mission Reflect What We Firmly Believe To Be The Fundamental Outcomes For Our Pupils At This Key Stage Of Their Education.  These Outcomes Encompass All The Domains That Make Up The Total Person - Cognitive| Physical| Aesthetics| Social And Moral| Leadership And Morale.  Above All Else| The Underpinning Tenet Is That The Development Of Our Pupils Is At The Heart Of All Our Education Processes.   Rich Sap Culture With Strong Emphasis On Character Building        An Established School With Rich Sap Culture| The School Continues To Appeal To Parents Who Value A Strong Bilingual And Bicultural Learning Environment With Strong Emphasis On Character Building. Guided By Our School Values Of Courtesy| Justice| Honesty And Honour| Pei Chun Strives To Nurture Our Pupils To Be Bilingual And Responsible Citizens| With A Desire To Contribute Beyond Themselves To Their Family| Society And Country.            In Charting The Growth Of Pei Chun In The Next Chapter| The School Is Committed To Providing A Quality Bilingual Education For Our Pupils| Living Up To Its Name And Our Founders' Vision Of Providing A Quality Education For The Community.",Toa Payoh,South,South 3,Government-Aided Sch,Co-Ed School,Double Session,Primary,Yes,No,No,No,Chinese,Na,Na,Sap Flagship Programme - Chinese History And Culture Programme          Our Sap Flagship Programme Brings Together Character And Citizenship Education (Cce)| Chinese History And Culture Programme (Chcp) In A Purposeful Manner So As To Provide An Enriched And Holistic Experience In The Learning Of Chinese Language And Culture For Our Pupils. It Adopts A Two-Pronged Approach To Ensure Mass Participation For All P1 To P6 Pupils| And At The Same Time| Cater To The Learning Needs Of Our Pupils Who Are Keen To Further Develop Their Interest In The Chinese Language.   Applied Learning Programme (Alp) - Bilingual Media Studies Programme        The School Leveraged Its Strength As A Sap School To Develop A Bilingual Media Studies Programme (Bmsp) As The Applied Learning Programme (Alp) In 2015 So As To Enable Our Pupils To Apply Academic Knowledge And Skills In The Authentic Settings. The Learning Experiences Designed For Bmsp Essentially Help To Deepen Pupils' Learning Of The English And Chinese Language Through Practical Applications In The Areas Of Media Studies And Journalism| And Develop 21St Century Competencies Such As Communication| Collaboration And Critical Thinking Skills In Our Pupils.    Building Life Skills Through Connecting Pupils With Nature (Leave No Child Inside Project)            The School Hopes To Strengthen Its Character And Citizenship Education By Equipping Our Pupils With The Life Skills That Are Crucial In Preparing Them For Lifelong Learning And Learning For Life. It Is With This Focus In Mind That The School Developed The Connecting Pupils With Nature (Leave No Child Inside) Programme As It Believes In The Importance Of Childhood Interactions With Nature In The Holistic Development Of Our Pupils. This Programme Aims To Nurture Our Pupils To Be Self-Directed Learners Who Can Appreciate The Beauty Of The World Around Them As Well As Possess Healthy Minds And Bodies With Zest For Life.
Poi Ching School,http://www.poiching.moe.edu.sg,21 Tampines Street 71,529067,67856420,na,67857198,na,contact@poiching.moe.edu.sg,Tampines , 293| 72| 27 | 168,Mr Mah Seng Thong Andrew,Mdm Peh Tan Wee,Miss Chua Mei Li,Na,Na,Na,Na,To Be A Premier Sap School,To Nurture Morally Upright| Effectively Bilingual And Concerned Citizens,Culture Of Care And Culture Of Improvement In Line With Our School Values (Loyalty| Filial Piety| Integrity| Justice| Diligence| Prudence| Sincerity| Modesty)| Poi Ching School Inculcates In Our Students| Staff And Stakeholders The Mindset To Look Outwardly From Self To Interactions With Their Peers| Family| Community And The Environment. Hence| The Focus On The Culture Of Care.  School Emphasizes Leading By Caring| And This Philosophy Is Integrated Into Our Student Leadership Programme Where The P5 And 6 Students Demonstrate Care By Initiating Projects And Programmes For The Juniors| For Example The P6 Students Organize The Yearly Cca Open House For P1 And 2 Students. Students And Staff| In Turn| Are Inspired To Strive For Improvement As We Care For Self And Others.,Tampines,East,East 2,Government-Aided Sch,Co-Ed School,Single Session,Primary,Yes,No,No,No,Chinese,Na,Na,Bi-Cultural Programme In 2008| The Chinese Yun-Yu Teaching Approach (A School-Based P1 And 2 Chinese Language Package) Was Developed To Make Chinese Language Learning More Engaging And Interesting. In 2010| We Published Our Own Textbooks Into The Electronic Version With Interactive Activities. This Programme Has Gone Through A Review With New Resources Created In 2016. Through Our Bi-Cultural Flagship Programme| Students Are Exposed To A Variety Of Structured Activities Such As Wushu| Chinese Calligraphy| Chinese Chess| Tang Poetry| Confucian Analects And Chinese Opera. The School Has Established Twinning Programmes With Two Schools In China| Yidu Pei Qing Primary School And Shanghai Experimental School.  The Epitome Of These Programmes Is The Young Reporters Basic Skills Programme Which Is Introduced To All P3 Students. Students With High Competence And Interest In Both Chinese And English Languages Attend A Translation Course To Nurture Bilingualism. Through These Programmes| Pupils Are Exposed To Different Cultures And Gained A Better Understanding Of The Regional And Global Environments.  S.P.I.C.E. Programme The S.P.I.C.E. Programme (Speaking Publicly Ignites Confidence And Excellence) Is A School-Wide Programme For Our Students To Develop Their Confidence In Speaking In Front Of A Wider Audience. Students Present In English And Mandarin And They Have Opportunities For Individual Or Mass Participation.   Concerned Citizens Values In Action Programme Our Values In Action Programme Is Anchored On The Hsbc (Helping The Needy Through Fund Raising| Sustaining A Green School Environment| Building Bonds With The Community| Caring For The Elderly) Framework. This Is To Create Awareness Amongst Students And Instil A Sense Of Belonging And Responsibility Towards Their Community. As Individuals Who Are Part Of The Community| Students Should Actively Contribute To Its Improvement As Much As Possible.
Kheng Cheng School,http://www.khengcheng.moe.edu.sg/,15 Lorong 3 Toa Payoh,319580,62552502,na,62556569,na,kcs@moe.edu.sg,Braddell,B 235|56|73|88|157|159|163|231|,Mdm Leong Chui Yin Sarah,Mr Wong Sung Lai,Mr Khoo Ghee Han,Mr Chionh Boon Soo,Na,Na,Na,A Dynamic Community Of Compassionate Leaders And Critical Thinkers,Empowering Every Child To Lead And Impact The Community| And Be Ready For The Future.,Roots To Anchor| Wings To Fly Kheng Cheng School Believes That Every Student Deserves A Chance To Learn And Grow| Well And Strong| In Both Their Studies And In Character. We Want Our Students To Have Strong Roots In Their Values| For Their Families And The Larger Community. It Is The Strong Roots That Would Enable Them To Weather The Storms Of Life; Present And Future.   We Also Aspire For The Students To Have Wings To Fly| Beyond Their Current Circumstance And Mindsets About Themselves. We Want The Students Go Beyond The Limits And Boundaries They Have Set In Their Minds For And About Themselves. We Believe That The School Would Have Succeeded| If We Are Able To Develop Our Students To Surpass Us In All That We Are| And Do. We Believe That If We Put Care In Our Thoughts| Deeds And Work As A School Community| The Labour In Every Endeavour Will Not Be In Vain.,Toa Payoh,South,South 3,Government-Aided Sch,Co-Ed School,Single Session,Primary,No,No,No,No,Chinese,Malay,Na,Learning For Life Programme (Llp): Student Voice Advocacy@Kcs The Llp In Kheng Cheng School Is An Innovative Approach In Enabling The Young Digital Natives Of Today| Living As Citizens In A Globalized World| To Believe That They Have A Voice To Make A Positive Difference Beyond Themselves For Their Families| School Or Community. It Allows For The Students To Design And Implement Values-In-Action Community Service Projects| Independently| As A Class. The School Aims To Develop Students As Critical Thinkers And Compassionate Leaders Through The School-Wide Llp Programme Which Begins Even As Early As Primary 1. Teachers Take On The Role As Facilitators To Guide The Design Of These Student-Led Projects| With Thinking Routines To Structure The Planning And Implementation.   International Chess For Primary 1&2 International Chess Is A Niche Programme In The School. In Additional To Hosting Annual Zonal Competitions In This Area For Primary School Students| The School Has Put In Place Programmes To Enhance The Awareness And Skills Of International Chess For All Students In Primary 1 And 2. We Believe That An Early Start To Strategy And Thinking Games Such As This Would Enable Them To Sharpen And Deepen Their Thinking Processes| While Mastering The Life Skills Sportsmanship And Collaboration At The Same Time.   Programme For Active Learning (Pal) The Pal Programme Emphasizes The Socio-Emotional Competencies That The School Seeks To Imbue In The Primary 1 And 2 Students| Through Collaborative And Modular Segments Such As Outdoor Education And Aesthetic Activities| Which Promote Teamwork And Collaborative Skills In The Students.
Nan Hua Primary School,http://www.nanhuapri.moe.edu.sg,170 West Coast Road,127443,67788050,na,67784127,na,nhps@moe.edu.sg,Clementi  ,30| 51| 143| 175| 201| 533| 655| 727| 762,Mdm Chia Hui Khim,Mdm Chew Boon Hwee,Mdm Josephine Ng,Mr Lee Sech Wee,Na,Na,Na,A School Of Engaged Learners Who Lead With Character And Serve With A Heart,Nurturing Gracious Citizens Rooted In Values And Chinese Culture,Nan Hua Primary School Is A Government-Aided School Which Was Started In 1917.  As  A Special Assistance Plan (Sap) School| Our Students Learn Both The English And Chinese As  First Languages. We Are Also One Of The Nine Gifted Education Programme (Gep) Centres In  Singapore.  Guided By The School'S Vision And Mission And With The School'S Motto (Loyalty| Filial Piety| Humanity| Love| Courtesy| Righteousness| Integrity And Sense Of  Shame) As The Foundational Values| We Aim To Help Every Nan Hua Child Develop Into  Gracious Citizen Rooted In Values And Chinese Culture Who Is Also A Caring Contributor Of The  Society; One Who Leads With Character And Serves With A Heart.   Our Success Story Strongly Builds On The Basis That It Takes 'A Village To Raise A Child'. We  Firmly Believe Is Collaborating Closely With Our Key Partners Such As The Members Of  Our School Management Committee| Alumni Association| Parent Support Group|  Various Community Partners And Parents To Help Our Children In Their Development.  Together With Our Dedicated Teaching Team And Committed Administrative And Support  Staff| We Seek To Give Our Best To Nurture Each Child Holistically And Provide Them With A  Student-Centric| Values-Driven Education.  Nan Hua Primary School Distinguishes Herself To Be A School With Rich Traditions| A Culture Of Excellence And One That Prepares Our Children For The 21St Century.,Clementi,West,West 1,Government-Aided Sch,Co-Ed School,Double Session,Primary,Yes,No,Yes,No,Chinese,Na,Na,Our School Believes In Developing Our Children Holistically And Equipping Them With The 21St Century Skills And Competencies. To Do So| We Focus On 3 Key Areas: Thinking Minds| Engaged Hearts| Happy And Healthy Learners.    In The Area Of Thinking Minds| Our School-Wide Curriculum Focuses On The Students' Cognitive Development| Seeking To Enhance And Deepen Students' Understanding Of The Subject Matter. The Nhps Thinking Programme| An Applied Learning Programme (Alp)| Is Designed To Develop Our Student'S Creative| Inventive And Critical Thinking Skills Through Integrated Lessons And Distinctive Learning Experiences. Through Rich Discussions In The Classrooms| The Use Of Stories| Thinking Games And Mystery Puzzles| Our Students Are Exposed And Immersed In An Environment That Encourages Thinking To Become Confident Thinkers And Thought-Leaders In Their Own Field.  This Also Inculcates In Them A Spirit Of Inquiry And A Love For Learning.    The Bilingual Elective Programme (Bep) Aims To Further Nurture The Passion For Both The English And Chinese Languages In Our Students| For Them To Be Effectively Bilingual.   In The Area Of Engaged Hearts| We Focus On The Student'S Affective Development. Our Environment Education Curriculum Aims To Develop A Strong Green Identity And To Cultivate Pro-Environmental Behaviour In Our Students. Our Values-In-Action Programme Provides Platforms Where Students Can Be Actively Involved In Learning And Appreciating The Community Which Will Help Them Develop Their Sense Of Commitment In Playing Their Part And Making A Difference In The Community.  In The Area Of Happy And Healthy Learners| We Customised Programmes Which Focus On Managing Self| Relating To Others Positively And Making Responsible Decisions.  Physical And Health Education As Well As Co-Curricular Activities Are Platforms For Students To Grow Up Strong| Healthy And Happy And At The Same Time Discover And Develop Their Strengths And Passions.
Pei Hwa Presbyterian Primary School,http://www.peihwapresbyterianpri.moe.edu.sg/,7 Pei Wah Avenue,597610,64663787,64663797,64621944,na,phpps@moe.edu.sg,Beauty World,970| 852| 174| 173| 157| 77| 61,Mrs Elsie Poey,Mrs Tan Poh Kuan Joycelyn,Mrs Jacqueline Hiew,Mr Tan Tau Chin Vincent,Na,Na,Na,Engaged Learner Contributing Leader,To Provide Our Pupils With An All-Rounded Bilingual Education That Will Develop Them Into Responsible And Forward-Looking Individuals Who Will Serve God And Our Nation.,Every Child Can Be Nurtured And Developed.,Bukit Timah,West,West 5,Government-Aided Sch,Co-Ed School,Double Session,Primary,Yes,No,No,No,Chinese,Na,Na,Chinese Arts Programme (Cap) For P1 - P6; Art And Music Lessons Are Taught In Chinese For P1 - P3 Leadership Development For All
Ai Tong School,http://www.aitong.moe.edu.sg,100 Bright Hill Drive,579646,64547672,na,64532726,na,AITONG_SCH@MOE.EDU.SG,Bishan ,410| 162| 52,Mdm Goh Ling Ling Diane,Mdm Ng Bee Eng| Cindy,Mr Yak Beng Wei,Na,Na,Na,Na,A School Of Dynamic Learners In A Culture Of Care,To Nurture Students Of Good Character Rooted In Chinese Culture,Ai Tong School Was Founded On 12 October 1912 For Children Of Poor Chinese Immigrants. In 1929| The School Received The Patronage Of Singapore Hokkien Huay Kuan And Has| Since Then| Been One Of Its Affiliated Schools. Ai Tong School Marked A Significant Milestone In 1989 When It Was Designated As A Special Assistance Plan (Sap) School. In 2012| Ai Tong School Celebrated Its 100Th Anniversary.  The School Believes That Ai Tong Pupils Should Be Exposed To A Holistic Education Grounded In Values Within A Sap Context. This Culture Is Deep-Seated| And Is Shaped By Our Heritage And History. Guided By This Belief Together With Our School Motto And Value Of 'Sincerity And Perseverance'| The School Is Committed To Nurture Students Of Good Character Rooted In Chinese Culture. These Values Are Unpacked For The Students Into The Four Dynamic Learners With Its Associated Observable Qualities And Social Emotional Competencies For The 21St Century. The Four Dynamic Learners Are The Socially Responsible Leader| Bilingual Communicator| Knowledgeable Innovator And Sports And Cultural Enthusiast.,Bishan,South,South 7,Government-Aided Sch,Co-Ed School,Single Session,Primary,Yes,No,No,No,Chinese,Na,Na,As A Special Assistance Plan (Sap) School| Ai Tong School Aims To Nurture Chinese Values And Culture Among The Pupils. Through A 6-Year Chinese Culture Program| The School Aims To Develop Pupils Into Bilingual Communicators And Cultural Enthusiasts. Through Experiential Learning Like Dizigui Through Speech And Drama| Chinese Painting During Art Lessons| The Reading Of Chinese Classics And The Participation In A Bi-Cultural Elective Programme| The School Aims To Heighten The Students' Appreciation Of The Chinese Culture And Inculcate In Them Chinese Values.  Besides| The School Also Has Two Signature Learning For Life Program Where Pupils Participate Throughout Their Six Years In The School To Develop Them Into The Four Dynamic Learners. The Two Programs Are Outdoor Education And Music And Performing Arts.   Outdoor Education Aims To Develop 21St Century Competencies And Leadership Skills In Our Pupils To Prepare Them For The Increasingly Complex And Globalised World. Through Activities Such As Camp Craft| Outdoor Orienteering| Team-Bonding Games And Camps| The School Hopes To Provide Platforms For Pupils To Construct Knowledge| Develop Social And Leadership Skills And Acquire Values From Direct| Hands-On Activities And Experiences.   Our Music And Performing Arts Program Aims To Provide Holistic Learning Experiences For Our Pupils And To Instil In Them An Appreciation For The Aesthetics. In This Program| Pupils Will Be Exposed To Different Genre Of Music And Art Forms Over The Years.  For Instance| Pupils Will Learn To Play Musical Instruments Such As The Kompang| Guzheng And The Ukulele. They Will Also Have The Opportunity To Participate In The Creation Of Kolam Art And Digital Collage.
Hong Wen School,http://www.hongwen.moe.edu.sg,30 Towner Road,327829,62943340,na,62937625,na,hws@moe.edu.sg,Boon Keng ,erangoon Road 13| 23| 31| 64| 65| 66| 125| 133| 147| 857| 985 Baletier Road 21| 125| 130| 139| 145,Mr Poon Siow Leng Raymond,Mr Lim Chong Eng,Mdm Tan Eng Eng Jenny,Na,Na,Na,Na,A Happy| Healthy & Vibrant Learning Community,Nurturing Our Young To Be Leaders Of Upright Character Who Face The Future With Confidence And Are Rooted In Chinese Culture.,As A Special Assistance Plan (Sap) School| We Are Guided By Our School'S Philosophy 'Rootedness And Innovation' Which Exhorts All Members Of Our School Community To Be Firmly Grounded In Our Chinese Heritage And Values| While Embracing The Spirit Of Continual Learning And Innovation.  We Believe In The Holistic Development Of The Whole Child And To Bring Out The Best In Each Child| With Strong Emphasis In Character Development.,Kallang,South,South 4,Government-Aided Sch,Co-Ed School,Single Session,Primary,Yes,No,No,No,Chinese,Na,Na,"Chinese Cultural Programme (Ccp) The School'S Sap Flagship Programme Aims To Widen Our Pupils' Exposure To| And Deepen Their Knowledge And Appreciation Of The Chinese Culture. It Is Designed Based On The 4 Domains Of ""Qin| Qi| Shu| Hua"" (Music| Chess| Calligraphy| Painting) And Infused Into The Curriculum Across All 6 Levels. The Programmes Include Chinese Musical Instruments (Guzheng| Erhu And Chinese Drums)| Chinese Chess (Xiangqi| Weiqi)| Chinese Calligraphy| Chinese Painting| Speech And Drama| Chinese Tea Appreciation| Chinese Knots And Paper Cutting.    Learning For Life Programme (Llp 1) - Sports For Character| Sports For All  The School'S First Llp In Sports Provides Pupils The Opportunities To Build Character And Develop Social-Emotional Competencies Through Sports. The Programme Consists Of Level-Wide Sports Activities For All Primary 3 To 6 Pupils To Learn Values| Skills| And Knowledge. The 4 Selected Sports Are Wushu (P3)| Swimming (P4)| Frisbee (P5) And Floorball (P6).  Learning For Life Programme (Llp 2) - Everyone A Gracious Leader Who Contributes To Society (Eagles) The Eagles Programme Is A Structured Leadership And Community Service Programme To Develop In Every Child A Heart To Lead And Serve Others. Under This Programme| Pupils Undergo Leadership Trainings For The Different Appointments| As Well As Level-Wide Leadership Workshops And Projects That Enable Pupils To Demonstrate And Deepen Their Understanding Of The Leadership Lessons That They Have Learnt. Through All These| They Learn How To Be Active Contributors And Concerned Citizens In Their Contribution To Others And The Society."
